case_id,random_seed,speed_kmh,split,case_kind,pair_group,defects_json
v2l077_seed91226907_v160_baseline,91226907,160,train,baseline,legacy_seed91226907_cross_speed,[]
v2l077_seed91226907_v160_fastener,91226907,160,train,fastener,legacy_seed91226907_cross_speed,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 279.6, ""count"": 7, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}]"
v2l078_seed74088663_v200_baseline,74088663,200,train,baseline,legacy_seed74088663_cross_speed,[]
v2l078_seed74088663_v200_sleeper_void,74088663,200,train,sleeper_void,legacy_seed74088663_cross_speed,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 274.2, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.13}]"
v2l079_seed54432337_v160_baseline,54432337,160,train,baseline,legacy_seed54432337_cross_speed,[]
v2l079_seed54432337_v160_ballast,54432337,160,train,ballast,legacy_seed54432337_cross_speed,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 216.6, ""count"": 87, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.5468, ""damping_factor_eta_c"": 1.0}]"
v2l080_seed48623433_v200_baseline,48623433,200,train,baseline,legacy_seed48623433_cross_speed,[]
v2l080_seed48623433_v200_subgrade,48623433,200,train,subgrade,legacy_seed48623433_cross_speed,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 183.6, ""count"": 116, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3521, ""damping_factor_eta_c"": 1.0}]"
v2l081_seed17756380_v160_baseline,17756380,160,train,baseline,legacy_seed17756380_cross_speed,[]
v2l081_seed17756380_v160_fastener,17756380,160,train,fastener,legacy_seed17756380_cross_speed,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 198.0, ""count"": 9, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
v2l082_seed97586033_v200_baseline,97586033,200,train,baseline,legacy_seed97586033_cross_speed,[]
v2l082_seed97586033_v200_sleeper_void,97586033,200,train,sleeper_void,legacy_seed97586033_cross_speed,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 159.6, ""count"": 1, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.12}]"
v2l083_seed19673014_v160_baseline,19673014,160,train,baseline,legacy_seed19673014_cross_speed,[]
v2l083_seed19673014_v160_ballast,19673014,160,train,ballast,legacy_seed19673014_cross_speed,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 225.6, ""count"": 87, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7096, ""damping_factor_eta_c"": 1.0}]"
v2l084_seed31337175_v200_baseline,31337175,200,train,baseline,legacy_seed31337175_cross_speed,[]
v2l084_seed31337175_v200_subgrade,31337175,200,train,subgrade,legacy_seed31337175_cross_speed,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 189.6, ""count"": 77, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3104, ""damping_factor_eta_c"": 1.0}]"
v2l085_seed56500237_v160_baseline,56500237,160,train,baseline,legacy_seed56500237_cross_speed,[]
v2l085_seed56500237_v160_fastener,56500237,160,train,fastener,legacy_seed56500237_cross_speed,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 165.6, ""count"": 7, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
v2l086_seed34271439_v200_baseline,34271439,200,train,baseline,legacy_seed34271439_cross_speed,[]
v2l086_seed34271439_v200_sleeper_void,34271439,200,train,sleeper_void,legacy_seed34271439_cross_speed,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 189.0, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.17}]"
v2l087_seed24576532_v160_baseline,24576532,160,train,baseline,legacy_seed24576532_cross_speed,[]
v2l087_seed24576532_v160_ballast,24576532,160,train,ballast,legacy_seed24576532_cross_speed,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 300.0, ""count"": 76, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.8826, ""damping_factor_eta_c"": 1.0}]"
v2l088_seed54586931_v200_baseline,54586931,200,train,baseline,legacy_seed54586931_cross_speed,[]
v2l088_seed54586931_v200_subgrade,54586931,200,train,subgrade,legacy_seed54586931_cross_speed,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 300.0, ""count"": 87, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.4176, ""damping_factor_eta_c"": 1.0}]"
v2l089_seed36231494_v160_baseline,36231494,160,train,baseline,legacy_seed36231494_cross_speed,[]
v2l089_seed36231494_v160_fastener,36231494,160,train,fastener,legacy_seed36231494_cross_speed,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 244.8, ""count"": 5, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
v2l090_seed35968468_v200_baseline,35968468,200,val,baseline,legacy_seed35968468_cross_speed,[]
v2l090_seed35968468_v200_sleeper_void,35968468,200,val,sleeper_void,legacy_seed35968468_cross_speed,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 175.8, ""count"": 2, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.73}]"
v2l091_seed87922783_v160_baseline,87922783,160,val,baseline,legacy_seed87922783_cross_speed,[]
v2l091_seed87922783_v160_ballast,87922783,160,val,ballast,legacy_seed87922783_cross_speed,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 286.2, ""count"": 82, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6212, ""damping_factor_eta_c"": 1.0}]"
v2l092_seed97168267_v200_baseline,97168267,200,val,baseline,legacy_seed97168267_cross_speed,[]
v2l092_seed97168267_v200_subgrade,97168267,200,val,subgrade,legacy_seed97168267_cross_speed,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 218.4, ""count"": 143, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1192, ""damping_factor_eta_c"": 1.0}]"
v2l093_seed38985071_v160_baseline,38985071,160,test,baseline,legacy_seed38985071_cross_speed,[]
v2l093_seed38985071_v160_fastener,38985071,160,test,fastener,legacy_seed38985071_cross_speed,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 295.8, ""count"": 2, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
v2l094_seed93156407_v200_baseline,93156407,200,test,baseline,legacy_seed93156407_cross_speed,[]
v2l094_seed93156407_v200_sleeper_void,93156407,200,test,sleeper_void,legacy_seed93156407_cross_speed,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 277.8, ""count"": 4, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.39}]"
v2l095_seed60173705_v160_baseline,60173705,160,test,baseline,legacy_seed60173705_cross_speed,[]
v2l095_seed60173705_v160_ballast,60173705,160,test,ballast,legacy_seed60173705_cross_speed,"[{""type"": ""ballast_condition"", ""label"": ""ballast_loose"", ""start_m"": 214.8, ""count"": 167, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1935, ""damping_factor_eta_c"": 1.0}]"
v2l096_seed14234665_v200_baseline,14234665,200,test,baseline,legacy_seed14234665_cross_speed,[]
v2l096_seed14234665_v200_subgrade,14234665,200,test,subgrade,legacy_seed14234665_cross_speed,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_weakened"", ""start_m"": 201.6, ""count"": 147, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.5634, ""damping_factor_eta_c"": 1.0}]"
v2n001_seed73873257_v160_baseline,73873257,160,train,baseline,v2_seed73873257,[]
v2n001_seed73873257_v160_fastener,73873257,160,train,fastener,v2_seed73873257,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 257.4, ""count"": 1, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
v2n001_seed73873257_v160_sleeper_void,73873257,160,train,sleeper_void,v2_seed73873257,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 253.2, ""count"": 2, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.804}]"
v2n001_seed73873257_v160_ballast,73873257,160,train,ballast,v2_seed73873257,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 248.4, ""count"": 8, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.8161, ""damping_factor_eta_c"": 1.0}]"
v2n001_seed73873257_v160_subgrade,73873257,160,train,subgrade,v2_seed73873257,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 225.6, ""count"": 12, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.1115, ""damping_factor_eta_c"": 1.0}]"
v2n001_seed73873257_v160_coupled_fastener_ballast_overlap,73873257,160,train,coupled_fastener_ballast_overlap,v2_seed73873257,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 235.8, ""count"": 5, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 235.8, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.503, ""damping_factor_eta_c"": 1.0}]"
v2n001_seed73873257_v160_coupled_fastener_sleeper_void_partial_overlap,73873257,160,train,coupled_fastener_sleeper_void_partial_overlap,v2_seed73873257,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 235.2, ""count"": 8, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 235.8, ""count"": 2, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.293}]"
v2n001_seed73873257_v200_baseline,73873257,200,train,baseline,v2_seed73873257,[]
v2n001_seed73873257_v200_fastener,73873257,200,train,fastener,v2_seed73873257,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 257.4, ""count"": 1, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
v2n001_seed73873257_v200_coupled_fastener_ballast_overlap,73873257,200,train,coupled_fastener_ballast_overlap,v2_seed73873257,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 235.8, ""count"": 5, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 235.8, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.503, ""damping_factor_eta_c"": 1.0}]"
v2n002_seed28333167_v200_baseline,28333167,200,val,baseline,v2_seed28333167,[]
v2n002_seed28333167_v200_fastener,28333167,200,val,fastener,v2_seed28333167,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 153.6, ""count"": 2, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
v2n002_seed28333167_v200_sleeper_void,28333167,200,val,sleeper_void,v2_seed28333167,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 154.8, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.19}]"
v2n002_seed28333167_v200_ballast,28333167,200,val,ballast,v2_seed28333167,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 270.6, ""count"": 12, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.1686, ""damping_factor_eta_c"": 1.0}]"
v2n002_seed28333167_v200_subgrade,28333167,200,val,subgrade,v2_seed28333167,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 176.4, ""count"": 20, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 2.5601, ""damping_factor_eta_c"": 1.0}]"
v2n002_seed28333167_v200_coupled_fastener_subgrade_partial_overlap,28333167,200,val,coupled_fastener_subgrade_partial_overlap,v2_seed28333167,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 198.6, ""count"": 8, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 199.8, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7766, ""damping_factor_eta_c"": 1.0}]"
v2n002_seed28333167_v200_coupled_ballast_sleeper_void_separate,28333167,200,val,coupled_ballast_sleeper_void_separate,v2_seed28333167,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 240.0, ""count"": 40, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.8608, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 276.0, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.566}]"
v2n002_seed28333167_v250_baseline,28333167,250,val,baseline,v2_seed28333167,[]
v2n002_seed28333167_v250_sleeper_void,28333167,250,val,sleeper_void,v2_seed28333167,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 154.8, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.19}]"
v2n002_seed28333167_v250_coupled_fastener_subgrade_partial_overlap,28333167,250,val,coupled_fastener_subgrade_partial_overlap,v2_seed28333167,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 198.6, ""count"": 8, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 199.8, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7766, ""damping_factor_eta_c"": 1.0}]"
v2n003_seed22430800_v215_baseline,22430800,215,train,baseline,v2_seed22430800,[]
v2n003_seed22430800_v215_fastener,22430800,215,train,fastener,v2_seed22430800,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 221.4, ""count"": 3, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}]"
v2n003_seed22430800_v215_sleeper_void,22430800,215,train,sleeper_void,v2_seed22430800,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 260.4, ""count"": 5, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.857}]"
v2n003_seed22430800_v215_ballast,22430800,215,train,ballast,v2_seed22430800,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 261.6, ""count"": 20, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 2.7411, ""damping_factor_eta_c"": 1.0}]"
v2n003_seed22430800_v215_subgrade,22430800,215,train,subgrade,v2_seed22430800,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 180.0, ""count"": 40, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 7.023, ""damping_factor_eta_c"": 1.0}]"
v2n003_seed22430800_v215_coupled_ballast_subgrade_separate,22430800,215,train,coupled_ballast_subgrade_separate,v2_seed22430800,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 216.6, ""count"": 40, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.937, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 252.6, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.0818, ""damping_factor_eta_c"": 1.0}]"
v2n003_seed22430800_v215_coupled_subgrade_sleeper_void_overlap,22430800,215,train,coupled_subgrade_sleeper_void_overlap,v2_seed22430800,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 194.4, ""count"": 80, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2989, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 194.4, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.515}]"
v2n003_seed22430800_v250_baseline,22430800,250,train,baseline,v2_seed22430800,[]
v2n003_seed22430800_v250_ballast,22430800,250,train,ballast,v2_seed22430800,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 261.6, ""count"": 20, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 2.7411, ""damping_factor_eta_c"": 1.0}]"
v2n003_seed22430800_v250_coupled_ballast_subgrade_separate,22430800,250,train,coupled_ballast_subgrade_separate,v2_seed22430800,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 216.6, ""count"": 40, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.937, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 252.6, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.0818, ""damping_factor_eta_c"": 1.0}]"
v2n004_seed54436955_v250_baseline,54436955,250,val,baseline,v2_seed54436955,[]
v2n004_seed54436955_v250_fastener,54436955,250,val,fastener,v2_seed54436955,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 214.8, ""count"": 5, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.5, ""damping_factor_eta_c"": 1.0}]"
v2n004_seed54436955_v250_sleeper_void,54436955,250,val,sleeper_void,v2_seed54436955,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 291.6, ""count"": 8, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.358}]"
v2n004_seed54436955_v250_ballast,54436955,250,val,ballast,v2_seed54436955,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 155.4, ""count"": 40, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.3937, ""damping_factor_eta_c"": 1.0}]"
v2n004_seed54436955_v250_subgrade,54436955,250,val,subgrade,v2_seed54436955,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 156.6, ""count"": 80, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1213, ""damping_factor_eta_c"": 1.0}]"
v2n004_seed54436955_v250_coupled_fastener_ballast_overlap,54436955,250,val,coupled_fastener_ballast_overlap,v2_seed54436955,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 189.0, ""count"": 20, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.9, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 189.0, ""count"": 12, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.5562, ""damping_factor_eta_c"": 1.0}]"
v2n004_seed54436955_v250_coupled_fastener_sleeper_void_partial_overlap,54436955,250,val,coupled_fastener_sleeper_void_partial_overlap,v2_seed54436955,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 230.4, ""count"": 1, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.95, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 231.0, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 3.28}]"
v2n004_seed54436955_v200_baseline,54436955,200,val,baseline,v2_seed54436955,[]
v2n004_seed54436955_v200_subgrade,54436955,200,val,subgrade,v2_seed54436955,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 156.6, ""count"": 80, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1213, ""damping_factor_eta_c"": 1.0}]"
v2n004_seed54436955_v200_coupled_fastener_ballast_overlap,54436955,200,val,coupled_fastener_ballast_overlap,v2_seed54436955,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 189.0, ""count"": 20, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.9, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 189.0, ""count"": 12, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.5562, ""damping_factor_eta_c"": 1.0}]"
v2n005_seed67141373_v160_baseline,67141373,160,train,baseline,v2_seed67141373,[]
v2n005_seed67141373_v160_fastener,67141373,160,train,fastener,v2_seed67141373,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 198.0, ""count"": 8, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}]"
v2n005_seed67141373_v160_sleeper_void,67141373,160,train,sleeper_void,v2_seed67141373,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 178.8, ""count"": 12, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.82}]"
v2n005_seed67141373_v160_ballast,67141373,160,train,ballast,v2_seed67141373,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 192.6, ""count"": 80, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2031, ""damping_factor_eta_c"": 1.0}]"
v2n005_seed67141373_v160_subgrade,67141373,160,train,subgrade,v2_seed67141373,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 181.8, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6255, ""damping_factor_eta_c"": 1.0}]"
v2n005_seed67141373_v160_coupled_fastener_subgrade_partial_overlap,67141373,160,train,coupled_fastener_subgrade_partial_overlap,v2_seed67141373,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 220.2, ""count"": 1, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.95, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 220.8, ""count"": 20, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.9976, ""damping_factor_eta_c"": 1.0}]"
v2n005_seed67141373_v160_coupled_ballast_sleeper_void_separate,67141373,160,train,coupled_ballast_sleeper_void_separate,v2_seed67141373,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 239.4, ""count"": 5, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7101, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 258.6, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.19}]"
v2n005_seed67141373_v200_baseline,67141373,200,train,baseline,v2_seed67141373,[]
v2n005_seed67141373_v200_fastener,67141373,200,train,fastener,v2_seed67141373,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 198.0, ""count"": 8, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.75, ""damping_factor_eta_c"": 1.0}]"
v2n005_seed67141373_v200_coupled_fastener_subgrade_partial_overlap,67141373,200,train,coupled_fastener_subgrade_partial_overlap,v2_seed67141373,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 220.2, ""count"": 1, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.95, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 220.8, ""count"": 20, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.9976, ""damping_factor_eta_c"": 1.0}]"
v2n006_seed63640950_v200_baseline,63640950,200,train,baseline,v2_seed63640950,[]
v2n006_seed63640950_v200_fastener,63640950,200,train,fastener,v2_seed63640950,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 258.0, ""count"": 12, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.85, ""damping_factor_eta_c"": 1.0}]"
v2n006_seed63640950_v200_sleeper_void,63640950,200,train,sleeper_void,v2_seed63640950,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 185.4, ""count"": 20, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.294}]"
v2n006_seed63640950_v200_ballast,63640950,200,train,ballast,v2_seed63640950,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 181.8, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.3951, ""damping_factor_eta_c"": 1.0}]"
v2n006_seed63640950_v200_subgrade,63640950,200,train,subgrade,v2_seed63640950,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 266.4, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7555, ""damping_factor_eta_c"": 1.0}]"
v2n006_seed63640950_v200_coupled_ballast_subgrade_separate,63640950,200,train,coupled_ballast_subgrade_separate,v2_seed63640950,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 231.0, ""count"": 5, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7318, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 267.0, ""count"": 40, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.298, ""damping_factor_eta_c"": 1.0}]"
