case_id,random_seed,speed_kmh,split,case_kind,pair_group,defects_json
v2n071_seed46944694_v215_ballast,46944694,215,test,ballast,v2_seed46944694,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 188.4, ""count"": 8, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1831, ""damping_factor_eta_c"": 1.0}]"
v2n071_seed46944694_v215_subgrade,46944694,215,test,subgrade,v2_seed46944694,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 250.8, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.4483, ""damping_factor_eta_c"": 1.0}]"
v2n071_seed46944694_v215_coupled_fastener_subgrade_partial_overlap,46944694,215,test,coupled_fastener_subgrade_partial_overlap,v2_seed46944694,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 211.2, ""count"": 5, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.95, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 211.8, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.9462, ""damping_factor_eta_c"": 1.0}]"
v2n071_seed46944694_v215_coupled_ballast_sleeper_void_separate,46944694,215,test,coupled_ballast_sleeper_void_separate,v2_seed46944694,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 216.0, ""count"": 20, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.9144, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 240.0, ""count"": 2, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.685}]"
v2n071_seed46944694_v250_baseline,46944694,250,test,baseline,v2_seed46944694,[]
v2n071_seed46944694_v250_ballast,46944694,250,test,ballast,v2_seed46944694,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 188.4, ""count"": 8, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.1831, ""damping_factor_eta_c"": 1.0}]"
v2n071_seed46944694_v250_coupled_fastener_subgrade_partial_overlap,46944694,250,test,coupled_fastener_subgrade_partial_overlap,v2_seed46944694,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 211.2, ""count"": 5, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.95, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 211.8, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.9462, ""damping_factor_eta_c"": 1.0}]"
v2n072_seed84035649_v250_baseline,84035649,250,train,baseline,v2_seed84035649,[]
v2n072_seed84035649_v250_fastener,84035649,250,train,fastener,v2_seed84035649,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 291.0, ""count"": 2, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.85, ""damping_factor_eta_c"": 1.0}]"
v2n072_seed84035649_v250_sleeper_void,84035649,250,train,sleeper_void,v2_seed84035649,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 249.0, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.382}]"
v2n072_seed84035649_v250_ballast,84035649,250,train,ballast,v2_seed84035649,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 238.8, ""count"": 12, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6749, ""damping_factor_eta_c"": 1.0}]"
v2n072_seed84035649_v250_subgrade,84035649,250,train,subgrade,v2_seed84035649,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 153.6, ""count"": 20, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.8277, ""damping_factor_eta_c"": 1.0}]"
v2n072_seed84035649_v250_coupled_ballast_subgrade_separate,84035649,250,train,coupled_ballast_subgrade_separate,v2_seed84035649,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 204.6, ""count"": 20, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7587, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 228.6, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2128, ""damping_factor_eta_c"": 1.0}]"
v2n072_seed84035649_v250_coupled_subgrade_sleeper_void_overlap,84035649,250,train,coupled_subgrade_sleeper_void_overlap,v2_seed84035649,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 197.4, ""count"": 40, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.0581, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 197.4, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 3.825}]"
v2n072_seed84035649_v200_baseline,84035649,200,train,baseline,v2_seed84035649,[]
v2n072_seed84035649_v200_subgrade,84035649,200,train,subgrade,v2_seed84035649,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 153.6, ""count"": 20, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.8277, ""damping_factor_eta_c"": 1.0}]"
v2n072_seed84035649_v200_coupled_ballast_subgrade_separate,84035649,200,train,coupled_ballast_subgrade_separate,v2_seed84035649,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 204.6, ""count"": 20, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7587, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 228.6, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2128, ""damping_factor_eta_c"": 1.0}]"
v2n073_seed97755671_v160_baseline,97755671,160,train,baseline,v2_seed97755671,[]
v2n073_seed97755671_v160_fastener,97755671,160,train,fastener,v2_seed97755671,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 153.0, ""count"": 3, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.9, ""damping_factor_eta_c"": 1.0}]"
v2n073_seed97755671_v160_sleeper_void,97755671,160,train,sleeper_void,v2_seed97755671,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 157.2, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.519}]"
v2n073_seed97755671_v160_ballast,97755671,160,train,ballast,v2_seed97755671,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 241.2, ""count"": 20, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.8017, ""damping_factor_eta_c"": 1.0}]"
v2n073_seed97755671_v160_subgrade,97755671,160,train,subgrade,v2_seed97755671,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 193.8, ""count"": 40, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.2774, ""damping_factor_eta_c"": 1.0}]"
v2n073_seed97755671_v160_coupled_fastener_ballast_overlap,97755671,160,train,coupled_fastener_ballast_overlap,v2_seed97755671,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 206.4, ""count"": 12, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.1, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 206.4, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.661, ""damping_factor_eta_c"": 1.0}]"
v2n073_seed97755671_v160_coupled_fastener_sleeper_void_partial_overlap,97755671,160,train,coupled_fastener_sleeper_void_partial_overlap,v2_seed97755671,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 195.6, ""count"": 20, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.25, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 196.8, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.367}]"
v2n073_seed97755671_v200_baseline,97755671,200,train,baseline,v2_seed97755671,[]
v2n073_seed97755671_v200_fastener,97755671,200,train,fastener,v2_seed97755671,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 153.0, ""count"": 3, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.9, ""damping_factor_eta_c"": 1.0}]"
v2n073_seed97755671_v200_coupled_fastener_ballast_overlap,97755671,200,train,coupled_fastener_ballast_overlap,v2_seed97755671,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 206.4, ""count"": 12, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.1, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 206.4, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.661, ""damping_factor_eta_c"": 1.0}]"
v2n074_seed90382674_v200_baseline,90382674,200,train,baseline,v2_seed90382674,[]
v2n074_seed90382674_v200_fastener,90382674,200,train,fastener,v2_seed90382674,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 299.4, ""count"": 5, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.95, ""damping_factor_eta_c"": 1.0}]"
v2n074_seed90382674_v200_sleeper_void,90382674,200,train,sleeper_void,v2_seed90382674,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 267.0, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.182}]"
v2n074_seed90382674_v200_ballast,90382674,200,train,ballast,v2_seed90382674,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 225.0, ""count"": 40, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.2441, ""damping_factor_eta_c"": 1.0}]"
v2n074_seed90382674_v200_subgrade,90382674,200,train,subgrade,v2_seed90382674,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 183.6, ""count"": 80, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 2.8348, ""damping_factor_eta_c"": 1.0}]"
v2n074_seed90382674_v200_coupled_fastener_subgrade_partial_overlap,90382674,200,train,coupled_fastener_subgrade_partial_overlap,v2_seed90382674,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 182.4, ""count"": 20, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.25, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 186.0, ""count"": 12, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.9137, ""damping_factor_eta_c"": 1.0}]"
v2n074_seed90382674_v200_coupled_ballast_sleeper_void_separate,90382674,200,train,coupled_ballast_sleeper_void_separate,v2_seed90382674,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 184.8, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 4.9598, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 201.6, ""count"": 8, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.988}]"
v2n074_seed90382674_v250_baseline,90382674,250,train,baseline,v2_seed90382674,[]
v2n074_seed90382674_v250_sleeper_void,90382674,250,train,sleeper_void,v2_seed90382674,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 267.0, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.182}]"
v2n074_seed90382674_v250_coupled_fastener_subgrade_partial_overlap,90382674,250,train,coupled_fastener_subgrade_partial_overlap,v2_seed90382674,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 182.4, ""count"": 20, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.25, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 186.0, ""count"": 12, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.9137, ""damping_factor_eta_c"": 1.0}]"
v2n075_seed93763179_v215_baseline,93763179,215,val,baseline,v2_seed93763179,[]
v2n075_seed93763179_v215_fastener,93763179,215,val,fastener,v2_seed93763179,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 251.4, ""count"": 8, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.05, ""damping_factor_eta_c"": 1.0}]"
v2n075_seed93763179_v215_sleeper_void,93763179,215,val,sleeper_void,v2_seed93763179,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 202.2, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 3.21}]"
v2n075_seed93763179_v215_ballast,93763179,215,val,ballast,v2_seed93763179,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 216.6, ""count"": 80, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.5586, ""damping_factor_eta_c"": 1.0}]"
v2n075_seed93763179_v215_subgrade,93763179,215,val,subgrade,v2_seed93763179,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 217.2, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 5.3652, ""damping_factor_eta_c"": 1.0}]"
v2n075_seed93763179_v215_coupled_ballast_subgrade_separate,93763179,215,val,coupled_ballast_subgrade_separate,v2_seed93763179,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 231.6, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.7079, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 255.6, ""count"": 20, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.2618, ""damping_factor_eta_c"": 1.0}]"
v2n075_seed93763179_v215_coupled_subgrade_sleeper_void_overlap,93763179,215,val,coupled_subgrade_sleeper_void_overlap,v2_seed93763179,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 202.2, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2299, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 202.2, ""count"": 12, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.678}]"
v2n075_seed93763179_v250_baseline,93763179,250,val,baseline,v2_seed93763179,[]
v2n075_seed93763179_v250_ballast,93763179,250,val,ballast,v2_seed93763179,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 216.6, ""count"": 80, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.5586, ""damping_factor_eta_c"": 1.0}]"
v2n075_seed93763179_v250_coupled_ballast_subgrade_separate,93763179,250,val,coupled_ballast_subgrade_separate,v2_seed93763179,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 231.6, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 3.7079, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 255.6, ""count"": 20, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.2618, ""damping_factor_eta_c"": 1.0}]"
v2n076_seed57044833_v250_baseline,57044833,250,val,baseline,v2_seed57044833,[]
v2n076_seed57044833_v250_fastener,57044833,250,val,fastener,v2_seed57044833,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 174.0, ""count"": 12, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.1, ""damping_factor_eta_c"": 1.0}]"
v2n076_seed57044833_v250_sleeper_void,57044833,250,val,sleeper_void,v2_seed57044833,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 213.0, ""count"": 20, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.128}]"
v2n076_seed57044833_v250_ballast,57044833,250,val,ballast,v2_seed57044833,"[{""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 279.0, ""count"": 3, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 5.3392, ""damping_factor_eta_c"": 1.0}]"
v2n076_seed57044833_v250_subgrade,57044833,250,val,subgrade,v2_seed57044833,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 183.0, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2274, ""damping_factor_eta_c"": 1.0}]"
v2n076_seed57044833_v250_coupled_fastener_ballast_overlap,57044833,250,val,coupled_fastener_ballast_overlap,v2_seed57044833,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 208.2, ""count"": 2, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 208.2, ""count"": 40, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 2.7468, ""damping_factor_eta_c"": 1.0}]"
v2n076_seed57044833_v250_coupled_fastener_sleeper_void_partial_overlap,57044833,250,val,coupled_fastener_sleeper_void_partial_overlap,v2_seed57044833,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 207.6, ""count"": 3, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 208.2, ""count"": 20, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 3.461}]"
v2n076_seed57044833_v200_baseline,57044833,200,val,baseline,v2_seed57044833,[]
v2n076_seed57044833_v200_subgrade,57044833,200,val,subgrade,v2_seed57044833,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 183.0, ""count"": 5, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2274, ""damping_factor_eta_c"": 1.0}]"
v2n076_seed57044833_v200_coupled_fastener_ballast_overlap,57044833,200,val,coupled_fastener_ballast_overlap,v2_seed57044833,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 208.2, ""count"": 2, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}, {""type"": ""ballast_condition"", ""label"": ""ballast_hardened"", ""start_m"": 208.2, ""count"": 40, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 2.7468, ""damping_factor_eta_c"": 1.0}]"
v2n077_seed64256961_v160_baseline,64256961,160,train,baseline,v2_seed64256961,[]
v2n077_seed64256961_v160_fastener,64256961,160,train,fastener,v2_seed64256961,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 293.4, ""count"": 20, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.25, ""damping_factor_eta_c"": 1.0}]"
v2n077_seed64256961_v160_sleeper_void,64256961,160,train,sleeper_void,v2_seed64256961,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 267.0, ""count"": 1, ""side"": ""left"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.583}]"
v2n077_seed64256961_v160_ballast,64256961,160,train,ballast,v2_seed64256961,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 218.4, ""count"": 5, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.197, ""damping_factor_eta_c"": 1.0}]"
v2n077_seed64256961_v160_subgrade,64256961,160,train,subgrade,v2_seed64256961,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 206.4, ""count"": 8, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6226, ""damping_factor_eta_c"": 1.0}]"
v2n077_seed64256961_v160_coupled_fastener_subgrade_partial_overlap,64256961,160,train,coupled_fastener_subgrade_partial_overlap,v2_seed64256961,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 216.6, ""count"": 3, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 217.2, ""count"": 80, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 7.289, ""damping_factor_eta_c"": 1.0}]"
v2n077_seed64256961_v160_coupled_ballast_sleeper_void_separate,64256961,160,train,coupled_ballast_sleeper_void_separate,v2_seed64256961,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 214.8, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7656, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 234.0, ""count"": 1, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.167}]"
v2n077_seed64256961_v200_baseline,64256961,200,train,baseline,v2_seed64256961,[]
v2n077_seed64256961_v200_fastener,64256961,200,train,fastener,v2_seed64256961,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 293.4, ""count"": 20, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 1.25, ""damping_factor_eta_c"": 1.0}]"
v2n077_seed64256961_v200_coupled_fastener_subgrade_partial_overlap,64256961,200,train,coupled_fastener_subgrade_partial_overlap,v2_seed64256961,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 216.6, ""count"": 3, ""side"": ""right"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.25, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 217.2, ""count"": 80, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 7.289, ""damping_factor_eta_c"": 1.0}]"
v2n078_seed28261696_v200_baseline,28261696,200,train,baseline,v2_seed28261696,[]
v2n078_seed28261696_v200_fastener,28261696,200,train,fastener,v2_seed28261696,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 229.2, ""count"": 1, ""side"": ""both"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.0, ""damping_factor_eta_c"": 1.0}]"
v2n078_seed28261696_v200_sleeper_void,28261696,200,train,sleeper_void,v2_seed28261696,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 241.8, ""count"": 2, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.052}]"
v2n078_seed28261696_v200_ballast,28261696,200,train,ballast,v2_seed28261696,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 238.2, ""count"": 8, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.6492, ""damping_factor_eta_c"": 1.0}]"
v2n078_seed28261696_v200_subgrade,28261696,200,train,subgrade,v2_seed28261696,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 289.2, ""count"": 12, ""side"": ""both"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.7805, ""damping_factor_eta_c"": 1.0}]"
v2n078_seed28261696_v200_coupled_ballast_subgrade_separate,28261696,200,train,coupled_ballast_subgrade_separate,v2_seed28261696,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 205.2, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.9355, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 224.4, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2523, ""damping_factor_eta_c"": 1.0}]"
v2n078_seed28261696_v200_coupled_subgrade_sleeper_void_overlap,28261696,200,train,coupled_subgrade_sleeper_void_overlap,v2_seed28261696,"[{""type"": ""subgrade_condition"", ""label"": ""subgrade_hardened"", ""start_m"": 192.0, ""count"": 20, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 1.191, ""damping_factor_eta_c"": 1.0}, {""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 192.0, ""count"": 2, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 0.716}]"
v2n078_seed28261696_v250_baseline,28261696,250,train,baseline,v2_seed28261696,[]
v2n078_seed28261696_v250_sleeper_void,28261696,250,train,sleeper_void,v2_seed28261696,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 241.8, ""count"": 2, ""side"": ""right"", ""directions"": ""vertical"", ""delta_gap_mm"": 1.052}]"
v2n078_seed28261696_v250_coupled_ballast_subgrade_separate,28261696,250,train,coupled_ballast_subgrade_separate,v2_seed28261696,"[{""type"": ""ballast_condition"", ""label"": ""ballast_softened"", ""start_m"": 205.2, ""count"": 12, ""side"": ""right"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.9355, ""damping_factor_eta_c"": 1.0}, {""type"": ""subgrade_condition"", ""label"": ""subgrade_softened"", ""start_m"": 224.4, ""count"": 3, ""side"": ""left"", ""directions"": ""vertical"", ""stiffness_factor_eta_k"": 0.2523, ""damping_factor_eta_c"": 1.0}]"
v2n079_seed51584471_v215_baseline,51584471,215,train,baseline,v2_seed51584471,[]
v2n079_seed51584471_v215_fastener,51584471,215,train,fastener,v2_seed51584471,"[{""type"": ""fastener_failure"", ""label"": ""fastener_eta"", ""start_m"": 150.6, ""count"": 2, ""side"": ""left"", ""directions"": ""both"", ""stiffness_factor_eta_k"": 0.1, ""damping_factor_eta_c"": 1.0}]"
v2n079_seed51584471_v215_sleeper_void,51584471,215,train,sleeper_void,v2_seed51584471,"[{""type"": ""sleeper_void"", ""label"": ""sleeper_void"", ""start_m"": 271.2, ""count"": 3, ""side"": ""both"", ""directions"": ""vertical"", ""delta_gap_mm"": 2.595}]"
